index,text,label,spacy_label
3628,the pelvis was also copiously irrigated with 2 liters of sterile water,pelvis,pelvis
5478,the nasal bones appear intact,nasal,nasal bones
11346,mitral stenosis,stenosis,mitral
1279,a flexible scope was passed through the tracheotomy tube,tube,tube
6008,the left heart pull back was then performed,heart,heart
2134,then we collapsed the tumor on itself and removed it entirely,tumor,tumor
2694,the area between the anterior and middle facets were plicated on fluoroscopy for planned osteotomy,anterior fluoroscopy,
5995,the esophagus was normal with the exception of some mild erythema where the coin had been sitting,esophagus,esophagus erythema
4828,xeroform was then applied to the incision,incision,
94,the patient was transported to pacu with vital signs stable and vascular status intact to the right foot,foot,patient vascular
7320,045 inch kirschner wire was placed into the central medial aspect of the metatarsal head as an access guide,metatarsal,
1273,the distal portion of the left main has an ulcerated excentric plaque up to about 50 in severity,distal,
1336,lower abdominal pain,abdominal,
6573,the distal finishing guide was then removed and osteotome was then used to remove all resected bone,distal,bone
11831,left ankle tourniquet set at 250 mmhg for 60 minutes,tourniquet,
228,macular edema right eye,eye,macular edema right eye
5974,once the catheter was fully inserted the guidewire was completely withdrawn,catheter,
853,we are able to assign this utilizing the fifth edition on spine section on the ama guide,spine,spine
10369,breast cancer was reported in her maternal aunt,breast,breast cancer
2033,no abnormal mass effect is identified,mass,
1487,hemostasis was verified,hemostasis,
2987,the incision was then made around the guide wire taken to the subcutaneous tissues with electric bovie cautery,incision,subcutaneous tissues
9205,the left groin abdominal and chest were prepped and draped in a sterile fashion,chest abdominal,
11810,i think this is still his allergic rhinitis rather than a sinus infection,infection,
5582,1 heart murmur dx age 5 years,heart,heart
11323,pain and swelling in the right foot peroneal tendon tear,foot tendon swelling,
5858,he was discharged home with a follow up to neurosurgery on the 14th,neurosurgery,
501,physiologic urinary bladder uptake is also appreciated,bladder,urinary bladder
579,this is an 85 year old female who presented to us with a vaginal mass,mass,female
9449,there was excellent hemostasis,hemostasis,
8003,history of pulmonary embolism,pulmonary,pulmonary
7964,a curvilinear incision was made below the umbilicus,incision,umbilicus
415,patient received several sets of drops in his her xxx eye including ocuflox ocular and pilocarpine,eye,patient eye ocular pilocarpine
6002,renal ultrasound showed possible renal artery stenosis and a 2 cm cyst in the left kidney,artery stenosis ultrasound renal,renal artery kidney
589,the circumflex artery is a moderate sized vessel,artery,circumflex artery vessel
7458,the incision was made,incision,
6005,pigtail catheter was introduced in the mid abdominal aorta and placed just above the renal arteries,catheter abdominal renal,abdominal aorta renal arteries
4504,understanding all risks and benefits the patient desires to proceed with surgery as planned,surgery,patient
2835,next a 15 blade scalpel was used to make an incision in the skin,incision,skin
11595,in preparation for surgery we will obtain the usual baseline laboratory values including baseline vitamin levels,surgery,vitamin
11305,after informed consent was obtained the patient was brought to the cardiac catheterization laboratory in fasting state,catheterization,patient cardiac
7441,these lines served as the relative boundary for the horizontal length of the blepharoplasty incision,incision,lines
10219,the umbilical incision was then closed with two interrupted 4 0 undyed vicryl,incision,umbilical
11030,the vertigo clockwise typically began suddenly after lying down and was not associated with nausea vomiting headache,nausea,
11006,a longitudinal incision was then made and carried down through subcutaneous tissues,incision,subcutaneous tissues
2884,laparoscopic appendectomy,laparoscopic,
9895,normal lv systolic function with left ventricular ejection fraction of 51 ,ventricular,left ventricular
10221,no moderate or high grade central canal or neural foraminal stenosis is identified,stenosis,high grade central canal neural foraminal
4943,a 4 cm incision was created in the midline above the xiphoid,incision,midline xiphoid
433,a single tooth tenaculum was utilized to grasp the anterior lip of the uterine cervix,anterior,tooth uterine cervix
11107,intravenous sedation was given as per anesthesia,anesthesia,intravenous
1820,palpation of her right knee reveals no crepitus,knee,crepitus
6790,no dominant malignant appearing mass lesion developing area of architectural distortion or suspicious appearing cluster of microcalcifications are identified,mass,microcalcifications
2947,father died age 59 of valvular heart disease,heart,valvular heart
3214,includes orthopedic or knee surgery,surgery orthopedic knee,
5674,direct right inguinal hernia,hernia inguinal,
8448,the veress needle was then removed,needle,
11546,the mild scleritis in the left eye may be a manifestation of this,eye,eye
1806,he has history of neurogenic bladder and on intermittent self catheterization 3 times a day,bladder catheterization,bladder
6802,biopsies performed,biopsies,
4369,severe congestive heart failure,heart,heart
9949,insertion of a 32 french chest tube on the right hemithorax,chest tube,chest tube
6936,there was competitive flow noted between the native right coronary artery and the saphenous vein graft to the pda,artery coronary,saphenous vein graft pda
2413,iced slush was applied to the heart,heart,heart
3224,the gallbladder was thickened and showed evidence of chronic cholecystitis,gallbladder,gallbladder
4845,steri strips were then placed across the incision,incision,
8885,there are several areas of focal prominent medullary fat within the medial and lateral femoral condyles,femoral,focal medullary fat medial lateral femoral condyles
305,pertinent for laparoscopic cholecystectomy tonsillectomy left knee surgery and right breast lumpectomy,surgery laparoscopic knee cholecystectomy breast,right breast lumpectomy
1431,normal appearing ovaries bilaterally normal appearing left fallopian tube and normal appearing uterus,uterus tube,ovaries uterus
7405,we placed 2 ventricular and 2 atrial pacing leads which were brought out through the skin,ventricular atrial,skin
2347,complete removal of the tumor was confirmed by intraoperative ultrasound,tumor ultrasound,tumor
4765,an iv was instituted by department of anesthesia in the preop holding area,anesthesia,
7339,x saw him in consultation and recommended ct angiogram,ct,
10577,his ct imaging reveals an acute left subdural hematoma which is hemispheric,ct,
4672,she was already intubated and under general anesthesia,anesthesia,
5725,a 20 french foley catheter was then inserted and the sutures were sequentially tied down,catheter,
12007,lad shows an area of 60 to 70 stenosis probably in its mid portion,stenosis,
10888,an approximately 6 cm dorsal medial incision was created over the first metatarsophalangeal joint,incision,dorsal medial metatarsophalangeal joint
3019,the same catheter was used to cannulate the vein graft and also lima,catheter,vein graft lima
5007,the postvoid films demonstrate normal emptying of the collecting system including the urinary bladder,bladder,postvoid urinary bladder
9123,oral consent was obtained from the family and her surgery was preceded,surgery,oral
3264,i proceeded under fluoroscopic guidance to guide the biopsy wire in this area and took four biopsies,biopsy biopsies,biopsy wire
9710,severe hypertension improved,hypertension,
1659,a compressed median nerve at the carpal tunnel which was flattened,nerve,nerve
580,he was diagnosed with renal disease in 02 2008 and has since been on hemodialysis since 02 200,renal,renal
347,there is enlargement with hyperintense signal of the ulnar nerve within the cubital tunnel,nerve,ulnar nerve cubital
615,enlargement of the main pulmonary artery as can be seen with pulmonary arterial hypertension,artery hypertension pulmonary,pulmonary artery pulmonary arterial
3498,there is mild to moderate stenosis of the proximal lad with mixed plaque,stenosis,
764,the imaged portions of the brain are unremarkable,brain,brain
